DISTRICT_CODE,DISTRICT_KOR_NAME,SGG,CITY_CODE,MEME_PRICE,JEONSE_PRICE,PRICE_RATIO,MEME_MOM_AVG,MEME_YOY_AVG,PRICE_VOLATILITY,MEME_DECLINE_PCT,TOTAL_HOUSEHOLDS,TOTAL_POP,MALE_RATIO,AGE_UNDER20_PCT,AGE_20S_PCT,AGE_30S_PCT,AGE_40S_PCT,AGE_50S_PCT,AGE_60S_PCT,AGE_OVER70_PCT,FERTILITY_CBRT,FERTILITY_IMPUTED,AVG_INCOME,AVG_ASSET,HIGH_INCOME_PCT,EXECUTIVE_PCT,PREMIUM_40PY_RATIO,MULTI_HOUSING_RATIO,DELINQUENT_AMT,SAMPLE_SIZE,HIGH_CREDIT_PCT,MORTGAGE_BURDEN,CREDIT_CARD_INTENSITY,CASH_ADVANCE_PCT,NEW_CREDIT_PCT,INSTALLMENT_PCT,SEG_SINGLE_PCT,SEG_NEWLYWED_PCT,SEG_INFANT_PCT,SEG_TEEN_PCT,SEG_ADULT_CHILD_PCT,SEG_SENIOR_PCT,RESIDENT_RATIO,WORKER_RATIO,VISITOR_RATIO,FOOD_PCT,COFFEE_PCT,MEDICAL_PCT,ECOMMERCE_PCT,SALES_MONTHLY_AVG,SALES_PER_CAPITA_MONTHLY,EARLY_MORNING_RATIO,RUSH_HOUR_RATIO,LUNCH_TIME_RATIO,HAS_RICHGO_APT,RICHGO_IMPUTED,SPH_LOW_QUALITY,IS_GHOST_ECONOMY,UPDATED_AT,SALES_PER_CAPITA_MONTHLY_LN,DELINQUENT_AMT_CBRT,SALES_MONTHLY_AVG_LN,JEONSE_PRICE_LN,MEME_PRICE_LN,MEME_MOM_AVG_CBRT,TOTAL_POP_LN,TOTAL_HOUSEHOLDS_LN,MEME_YOY_AVG_LN,AVG_INCOME_LN,PRICE_VOLATILITY_LN,AVG_ASSET_LN,COFFEE_PCT_LN,MEDICAL_PCT_LN,EARLY_MORNING_RATIO_LN,AGE_50S_PCT_LN,ECOMMERCE_PCT_LN,HAS_ECOMMERCE,HIGH_INCOME_PCT_LN,CASH_ADVANCE_PCT_LN,AGE_60S_PCT_LN,AGE_OVER70_PCT_LN,LOW_RESIDENT_FLAG,AGE_DATA_RELIABLE,WORKER_DOMINANT
11140173,만리동1가,중구,11140,3995.4420539733574,2155.037715778309,0.5510194223509532,0.09563437500000002,3.744066666666667,2.075473424715391,0.3958333333333333,3742.5,1319,0.492,0.1539,0.1016,0.1903,0.1986,0.1547,0.0978,0.1031,0.6626700507202679,False,49226.0,578650.0,0.169,0.0398,0.0029,0.399,849.0,48284,0.6319,0.1689,5124.0,0.0448,0.0144,0.1627,0.5578,0.055,0.0986,0.2073,0.066,0.0153,0.5571,0.118,0.3249,0.6434,0.0079,0.0,0.0,25331,19.2,0.0133,0.1594,0.1303,False,True,False,False,2026-04-25 08:14:40.931000-07:00,3.005682604407159,9.468944850331267,10.139784221095251,7.6755635039059555,8.292909503887016,0.45730401507383084,7.1853870155804165,8.227509116293783,1.3201723647246222,10.804177218181632,0.7301892841482731,13.268453083276224,0.007868958378695197,0.0,0.0132123314721349,0.14384056997567313,0.0,False,0.15614868248993138,0.043825479540029515,0.09330817713365189,0.09812439799319893,False,True,False
11140164,무학동,중구,11140,3995.4420539733574,2155.037715778309,0.5510194223509532,0.09563437500000002,3.744066666666667,2.075473424715391,0.3958333333333333,3742.5,203,0.5369,0.0443,0.1921,0.2266,0.1084,0.1478,0.1478,0.133,0.2903631702654387,False,28654.0,233006.0,0.0055,0.0126,0.1622,0.3963,540.0,12975,0.3122,0.0663,2399.0,0.0912,0.0141,0.179,0.3851,0.05,0.0796,0.2906,0.1375,0.0572,0.5467,0.1155,0.3378,0.329,0.0068,0.0095,0.0,23819,117.3,0.0658,0.1693,0.2029,False,True,False,False,2026-04-25 08:14:40.931000-07:00,4.773223770984341,8.143235771856519,10.078238860499914,7.6755635039059555,8.292909503887016,0.45730401507383084,5.318119993844216,8.227509116293783,1.3201723647246222,10.263048328453317,0.7301892841482731,12.358819483289246,0.006776984279023669,0.009455158770755197,0.0637256908805449,0.13784706669212507,0.0,False,0.005484930230569745,0.08727800810706056,0.13784706669212507,0.12486898204586927,False,True,False
11140102,다동,중구,11140,3995.4420539733574,2155.037715778309,0.5510194223509532,0.09563437500000002,3.744066666666667,2.075473424715391,0.3958333333333333,3742.5,45,0.6444,0.0,0.1778,0.0889,0.0889,0.1778,0.2444,0.2222,0.0,False,34352.0,357392.0,0.0713,0.0171,0.1964,1.0,594.0,12010,0.2039,0.1003,1681.0,0.0631,0.007,0.1515,0.426,0.0372,0.0868,0.2698,0.1301,0.0501,0.1617,0.4279,0.4104,0.4954,0.0203,0.0014,0.0198,504406,11209.0,0.037,0.1444,0.1326,False,True,False,True,2026-04-25 08:14:40.931000-07:00,9.324561516066206,8.406100095698157,13.131136778323327,7.6755635039059555,8.292909503887016,0.45730401507383084,3.828641396489095,8.227509116293783,1.3201723647246222,10.444415520118563,0.7301892841482731,12.786588497573337,0.020096701699122397,0.0013990209137074087,0.036331929247390204,0.1636482915283333,0.01960652963891835,True,0.06887286428637532,0.061189168312422396,0.21865348604134485,0.20065251347867805,False,True,True
11140110,수표동,중구,11140,3995.4420539733574,2155.037715778309,0.5510194223509532,0.09563437500000002,3.744066666666667,2.075473424715391,0.3958333333333333,3742.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33375846329897857,True,53492.0,395705.0,0.2124,0.0133,0.0286,1.0,272.0,2015,0.569,0.3172,6197.0,0.0232,0.0164,0.1494,0.359,0.0528,0.0952,0.2793,0.1394,0.0743,0.1946,0.3339,0.4715,0.4266,0.0319,0.0341,0.0,72992,72991.8,0.0259,0.1529,0.2054,False,True,False,True,2026-04-25 08:14:40.931000-07:00,11.19811608512927,6.479211495484591,11.198105125084114,7.6755635039059555,8.292909503887016,0.45730401507383084,0.6931471805599453,8.227509116293783,1.3201723647246222,10.887287388992688,0.7301892841482731,12.888424263128913,0.03140176313953164,0.033531483208792345,0.025570276111530045,0.0,0.0,False,0.19260186620151096,0.02293497128249599,0.0,0.6931471805599453,True,True,False
11560128,양평동4가,영등포구,11560,3857.4885043374893,1990.0330613516269,0.5291592347017141,0.1526544642857143,4.564758482142857,2.223079765813067,0.39583333333333337,2745.5,6688,0.4855,0.0861,0.1902,0.2633,0.1254,0.1305,0.1051,0.0993,0.44588806927437863,False,38394.0,366819.0,0.0674,0.0283,0.0286,0.3111,615.0,249654,0.6107,0.1591,4248.0,0.0425,0.0198,0.1916,0.3013,0.0389,0.0796,0.2623,0.1891,0.1289,0.5534,0.1692,0.2774,0.2991,0.0136,0.0046,0.0,419198,62.7,0.0171,0.2857,0.2262,False,True,False,False,2026-04-25 08:14:40.931000-07:00,4.154184562578117,8.504016789932372,12.946098640985221,7.595906531325068,8.257771604151861,0.5344455212163968,8.808219665118408,7.917718486718927,1.5183656062164186,10.555656476367515,0.798893516395474,12.8126238173686,0.013508350024792299,0.004589452333807224,0.01695544064941337,0.12266001273588754,0.0,False,0.06522578491770732,0.04162167469081945,0.09993582861259946,0.09467361360268099,False,True,False
11140137,필동1가,중구,11140,3995.4420539733574,2155.037715778309,0.5510194223509532,0.09563437500000002,3.744066666666667,2.075473424715391,0.3958333333333333,3742.5,173,0.4913,0.0578,0.1908,0.3121,0.0925,0.1387,0.1156,0.0925,0.0,False,30517.0,271361.0,0.0351,0.0031,0.0023,0.9545,127.0,5266,0.2905,0.1335,3101.0,0.0157,0.0084,0.1889,0.3051,0.0358,0.0607,0.3424,0.1661,0.0898,0.2727,0.3243,0.403,0.5943,0.0323,0.003,0.0,48899,282.7,0.014,0.1498,0.1478,False,True,False,False,2026-04-25 08:14:40.931000-07:00,5.647917341814805,5.026517578843078,10.79751222535611,7.6755635039059555,8.292909503887016,0.45730401507383084,5.159055299214529,8.227509116293783,1.3201723647246222,10.326039184367792,0.7301892841482731,12.511205316720394,0.031789322489407336,0.002995508979798371,0.013902905168991434,0.1298872608344223,0.0,False,0.034498040407567356,0.015578029963318462,0.10939237677119677,0.08846864798760819,False,True,False
11140161,저동2가,중구,11140,3995.4420539733574,2155.037715778309,0.5510194223509532,0.09563437500000002,3.744066666666667,2.075473424715391,0.3958333333333333,3742.5,222,0.473,0.0991,0.2387,0.3604,0.1396,0.0676,0.045,0.0496,0.404059241221819,False,39964.0,264877.0,0.0729,0.0167,0.3827,1.0,1489.0,16532,0.6382,0.3417,4849.0,0.0421,0.0223,0.1693,0.3225,0.0478,0.1179,0.337,0.1246,0.0502,0.1748,0.3319,0.4932,0.0538,0.0027,0.0026,0.5097,1539943,6936.7,0.0164,0.2143,0.3028,False,True,False,True,2026-04-25 08:14:40.931000-07:00,8.844725586467977,11.419064032851765,14.247255960717801,7.6755635039059555,8.292909503887016,0.45730401507383084,5.407171771460119,8.227509116293783,1.3201723647246222,10.59573432785291,0.7301892841482731,12.487020846273571,0.002696361547742533,0.002596625847265914,0.01626697246387194,0.06541313854823212,0.41191095559155333,True,0.07036526266056345,0.041237908016244766,0.04401688541677426,0.04840913920768763,False,True,False
11140174,만리동2가,중구,11140,5113.7606769509875,2554.889521211817,0.5065178722214784,0.186675,3.164160416666667,1.9288147030004303,0.3958333333333333,1341.0,4450,0.4897,0.1987,0.0784,0.1901,0.2182,0.1443,0.1049,0.0654,0.7568513260732216,False,55433.0,860481.0,0.2206,0.0446,0.0019,0.5272,481.0,130006,0.7816,0.1907,7534.0,0.0327,0.0206,0.1398,0.2748,0.0393,0.1072,0.295,0.2034,0.0802,0.685,0.0782,0.2368,0.2102,0.0993,0.0381,0.0,6875,1.5,0.0205,0.2533,0.237,True,False,False,False,2026-04-25 08:14:40.931000-07:00,0.9162907318741551,7.835152697318586,8.835646922534773,7.84576426147271,8.539690357132113,0.5715167496850725,8.400884069015854,7.201170883281678,1.1518877492101465,10.922930363265726,0.6569056707303194,13.665246814204021,0.09467361360268099,0.03739211921706269,0.020292703267762394,0.13479309634153208,0.0,False,0.19934254112825744,0.0321767316952212,0.09975483313699225,0.06335031550076162,False,True,False
11560106,영등포동5가,영등포구,11560,3857.4885043374893,1990.0330613516269,0.5291592347017141,0.1526544642857143,4.564758482142857,2.223079765813067,0.39583333333333337,2745.5,1703,0.5919,0.0417,0.1216,0.1809,0.108,0.1556,0.2149,0.1773,0.4115065744638788,False,31410.0,266368.0,0.0246,0.0104,0.0016,0.3524,573.0,65051,0.3965,0.1116,2269.0,0.0768,0.0141,0.2071,0.2201,0.0243,0.0446,0.2121,0.2401,0.2588,0.5045,0.1144,0.3812,0.1748,0.0042,0.0186,0.0,31837,18.7,0.0206,0.2022,0.2664,False,True,False,False,2026-04-25 08:14:40.931000-07:00,2.9806186357439426,8.305847531489047,10.368384414413704,7.595906531325068,8.257771604151861,0.5344455212163968,7.440733707389261,7.917718486718927,1.5183656062164186,10.354881592532692,0.798893516395474,12.492634090313251,0.004191204618468052,0.018429135468367143,0.02039068964773398,0.1446196896099431,0.0,False,0.024302292522964817,0.07399367990832628,0.19466176887855946,0.16322368110201407,False,True,False
11560107,영등포동6가,영등포구,11560,3857.4885043374893,1990.0330613516269,0.5291592347017141,0.1526544642857143,4.564758482142857,2.223079765813067,0.39583333333333337,2745.5,1854,0.569,0.0237,0.2508,0.3042,0.0836,0.1219,0.1197,0.096,0.2816899476826311,False,35351.0,244604.0,0.0374,0.0145,0.051,0.331,1322.0,62429,0.5349,0.1205,3638.0,0.0632,0.0218,0.1973,0.2699,0.0366,0.0624,0.2723,0.1985,0.1603,0.5218,0.1073,0.3708,0.3089,0.0096,0.0347,0.0,44411,24.0,0.0163,0.1452,0.2948,False,True,False,False,2026-04-25 08:14:40.931000-07:00,3.2188758248682006,10.97512422536314,10.70124246548366,7.595906531325068,8.257771604151861,0.5344455212163968,7.5256399750415355,7.917718486718927,1.5183656062164186,10.473081959467745,0.798893516395474,12.40739585533126,0.009554212804811711,0.03411152962876782,0.01616858116158369,0.11502367656878186,0.0,False,0.03671758293516286,0.06128322841689845,0.11306079228401415,0.09166718852582387,False,True,False
